2026-01-24 13:15:16 | INFO | fairseq_cli.train | Namespace(no_progress_bar=False, log_interval=100, log_format='simple', tensorboard_logdir='', seed=2026, cpu=False, tpu=False, bf16=False, fp16=False, memory_efficient_bf16=False, memory_efficient_fp16=False, fp16_no_flatten_grads=False, fp16_init_scale=128, fp16_scale_window=None, fp16_scale_tolerance=0.0, min_loss_scale=0.0001, threshold_loss_scale=None, user_dir=None, empty_cache_freq=0, all_gather_list_size=16384, model_parallel_size=1, checkpoint_suffix='', quantization_config_path=None, profile=False, wandb_project=None, wandb_entity=None, wandb_id=None, criterion='lra_cross_entropy', tokenizer=None, bpe=None, optimizer='adam', lr_scheduler='fixed', task='lra-text', num_workers=0, skip_invalid_size_inputs_valid_test=False, max_tokens=None, max_sentences=32, required_batch_size_multiple=8, dataset_impl=None, data_buffer_size=10, train_subset='train', valid_subset='valid', test_subset='test', validate_interval=1, validate_interval_updates=0, validate_after_updates=0, fixed_validation_seed=None, disable_validation=False, max_tokens_valid=None, max_sentences_valid=32, curriculum=0, distributed_world_size=1, distributed_rank=0, distributed_backend='nccl', distributed_init_method=None, distributed_port=-1, device_id=0, distributed_no_spawn=False, ddp_backend='c10d', bucket_cap_mb=25, fix_batches_to_gpus=False, find_unused_parameters=True, fast_stat_sync=False, broadcast_buffers=False, distributed_wrapper='DDP', slowmo_momentum=None, slowmo_algorithm='LocalSGD', localsgd_frequency=3, nprocs_per_node=1, arch='prefixformer_lra_aan', max_epoch=100, max_update=0, stop_time_hours=0, clip_norm=1.0, clip_mode='total', sentence_avg=True, update_freq=[1], lr=[0.000866], stop_min_lr=-1, use_bmuf=False, save_dir='/workspace/lra_saved/aan/aan_prefixformer', restore_file='checkpoint_last.pt', finetune_from_model=None, reset_dataloader=False, reset_lr_scheduler=False, reset_meters=False, reset_optimizer=False, optimizer_overrides='{}', save_interval=1, save_interval_updates=0, keep_interval_updates=-1, keep_last_epochs=1, keep_best_checkpoints=-1, no_save=False, no_epoch_checkpoints=False, no_last_checkpoints=False, no_save_optimizer_state=False, best_checkpoint_metric='accuracy', maximize_best_checkpoint_metric=True, patience=-1, rel_pos_bias='simple', use_p=False, encoder_layerdrop=0, quant_noise_pq=0, quant_noise_pq_block_size=8, quant_noise_scalar=0, adam_betas='(0.9, 0.98)', adam_eps=1e-08, weight_decay=0.0368, use_old_adam=False, force_anneal=None, lr_shrink=0.1, warmup_updates=0, data='/workspace/lra/aan', num_classes=-1, init_token=None, separator_token=None, regression_target=False, no_shuffle=False, shorten_method='none', shorten_data_split_list='', input_type='text', encoder_layers=6, encoder_attention_heads=8, encoder_embed_dim=128, encoder_ffn_embed_dim=128, activation_fn='silu', attention_activation_fn='softmax', norm_type='scalenorm', sen_rep_type='mp', dropout=0.1, attention_dropout=0.0, act_dropout=0.0, no_seed_provided=False, layer_type='prefixformer', apply_bert_init=False, max_positions=4002, classifier_layers=1, classifier_out_dim=256, classifier_in_dim=256, k_times=1, feature_dropout=False, encoder_hidden_dim=2048, z_dim=128, n_dim=2, share_encoder_input_output_embed=False, encoder_learned_pos=False, no_token_positional_embeddings=False, sentence_class_num=2, sent_loss=True, classifier_activation_fn='gelu', encoder_normalize_before=False, normalize_embedding=False, adaptive_input=False)
2026-01-24 13:15:16 | INFO | fairseq.tasks.long_range_arena | [input] dictionary: 105 types
2026-01-24 13:15:16 | INFO | fairseq.tasks.long_range_arena | [label] dictionary: 8 types
2026-01-24 13:15:16 | INFO | fairseq.data.data_utils | loaded 18090 examples from: /workspace/lra/aan/src-bin/valid
2026-01-24 13:15:16 | INFO | fairseq.data.data_utils | loaded 18090 examples from: /workspace/lra/aan/src1-bin/valid
2026-01-24 13:15:16 | INFO | fairseq.data.data_utils | loaded 18090 examples from: /workspace/lra/aan/label-bin/valid
2026-01-24 13:15:16 | INFO | fairseq.tasks.long_range_arena | Loaded valid with #samples: 18090
2026-01-24 13:15:16 | INFO | fairseq_cli.train | LRAModel(
  (encoder): LRAEncoder(
    (encoder): PrefixformerLRAEncoder(
      (dropout_module): FairseqDropout(p=0.1)
      (embed_tokens): Embedding(105, 128, padding_idx=1)
      (embed_positions): SinusoidalPositionalEmbedding()
      (pfcl): Prefix_Layer(
        (linear_w): Linear(in_features=128, out_features=1, bias=True)
        (main_conv): Sequential(
          (0): Conv1d(128, 128, kernel_size=(6,), stride=(1,), padding=same)
          (1): Dropout(p=0.1, inplace=False)
        )
        (linear_fusion_attout): Linear(in_features=384, out_features=128, bias=True)
        (fusion_norm): LayerNorm((128,), eps=1e-05, elementwise_affine=True)
      )
      (layers): LayerDropModuleList(
        (0-4): 5 x PrefixformerSentenceEncoderLayer(
          (dropout_module): FairseqDropout(p=0.1)
          (activation_dropout_module): FairseqDropout(p=0.0)
          (self_attn): DynamicAdapterMultiheadAttention(
            (output_linear): Linear(in_features=128, out_features=128, bias=True)
            (att_dropout): Dropout(p=0.1, inplace=False)
          )
          (self_attn_layer_norm): SequenceNorm(
            (norm): ScaleNorm(dim=-1, eps=1e-05, affine=True)
          )
          (fc1): Linear(in_features=128, out_features=128, bias=True)
          (final_layer_norm): SequenceNorm(
            (norm): ScaleNorm(dim=-1, eps=1e-05, affine=True)
          )
        )
      )
    )
  )
  (dropout_module): FairseqDropout(p=0.1)
  (classifier): ModuleList(
    (0): Sequential(
      (0): Linear(in_features=256, out_features=256, bias=True)
      (1): FairseqDropout(p=0.1)
    )
  )
  (sentence_projection_layer): Linear(in_features=256, out_features=2, bias=False)
)
2026-01-24 13:15:16 | INFO | fairseq_cli.train | task: lra-text (LRATextTask)
2026-01-24 13:15:16 | INFO | fairseq_cli.train | model: prefixformer_lra_aan (LRAModel)
2026-01-24 13:15:16 | INFO | fairseq_cli.train | criterion: lra_cross_entropy (LRACrossEntropyCriterion)
2026-01-24 13:15:16 | INFO | fairseq_cli.train | num. model params: 427545 (num. trained: 427545)
2026-01-24 13:15:16 | INFO | fairseq.utils | ***********************CUDA enviroments for all 1 workers***********************
2026-01-24 13:15:16 | INFO | fairseq.utils | rank   0: capabilities =  8.9  ; total memory = 23.516 GB ; name = NVIDIA GeForce RTX 4090                 
2026-01-24 13:15:16 | INFO | fairseq.utils | ***********************CUDA enviroments for all 1 workers***********************
2026-01-24 13:15:16 | INFO | fairseq_cli.train | training on 1 devices (GPUs/TPUs)
2026-01-24 13:15:16 | INFO | fairseq_cli.train | max tokens per GPU = None and max sentences per GPU = 32
2026-01-24 13:15:16 | INFO | fairseq.trainer | no existing checkpoint found /workspace/lra_saved/aan/aan_prefixformer/checkpoint_last.pt
2026-01-24 13:15:16 | INFO | fairseq.trainer | loading train data for epoch 1
2026-01-24 13:15:17 | INFO | fairseq.data.data_utils | loaded 147086 examples from: /workspace/lra/aan/src-bin/train
2026-01-24 13:15:18 | INFO | fairseq.data.data_utils | loaded 147086 examples from: /workspace/lra/aan/src1-bin/train
2026-01-24 13:15:18 | INFO | fairseq.data.data_utils | loaded 147086 examples from: /workspace/lra/aan/label-bin/train
2026-01-24 13:15:18 | INFO | fairseq.tasks.long_range_arena | Loaded train with #samples: 147086
2026-01-24 13:15:19 | INFO | fairseq.trainer | NOTE: your device may support faster training with --fp16
2026-01-24 13:15:19 | INFO | fairseq.optim.adam | using FusedAdam
2026-01-24 13:15:19 | INFO | fairseq.trainer | begin training epoch 1
2026-01-24 13:15:35 | INFO | train_inner | epoch 001:    100 / 4597 loss=1.019, accuracy=51.062, wps=827677, ups=6.46, wpb=128032, bsz=32, num_updates=100, lr=0.000866, gnorm=0.838, clip=25, train_wall=16, wall=18
2026-01-24 13:15:50 | INFO | train_inner | epoch 001:    200 / 4597 loss=1.006, accuracy=49.969, wps=829636, ups=6.48, wpb=128032, bsz=32, num_updates=200, lr=0.000866, gnorm=0.436, clip=4, train_wall=15, wall=34
2026-01-24 13:16:05 | INFO | train_inner | epoch 001:    300 / 4597 loss=1.005, accuracy=49.844, wps=834401, ups=6.52, wpb=128032, bsz=32, num_updates=300, lr=0.000866, gnorm=0.331, clip=4, train_wall=15, wall=49
2026-01-24 13:16:21 | INFO | train_inner | epoch 001:    400 / 4597 loss=1.002, accuracy=50.062, wps=828413, ups=6.47, wpb=128032, bsz=32, num_updates=400, lr=0.000866, gnorm=0.228, clip=0, train_wall=15, wall=64
2026-01-24 13:16:36 | INFO | train_inner | epoch 001:    500 / 4597 loss=0.989, accuracy=54.906, wps=832228, ups=6.5, wpb=128032, bsz=32, num_updates=500, lr=0.000866, gnorm=0.357, clip=3, train_wall=15, wall=80
2026-01-24 13:16:52 | INFO | train_inner | epoch 001:    600 / 4597 loss=0.99, accuracy=55.938, wps=835373, ups=6.52, wpb=128032, bsz=32, num_updates=600, lr=0.000866, gnorm=0.515, clip=4, train_wall=15, wall=95
2026-01-24 13:17:07 | INFO | train_inner | epoch 001:    700 / 4597 loss=0.981, accuracy=55.75, wps=830009, ups=6.48, wpb=128032, bsz=32, num_updates=700, lr=0.000866, gnorm=0.469, clip=3, train_wall=15, wall=111
2026-01-24 13:17:22 | INFO | train_inner | epoch 001:    800 / 4597 loss=0.971, accuracy=56.625, wps=831418, ups=6.49, wpb=128032, bsz=32, num_updates=800, lr=0.000866, gnorm=0.585, clip=10, train_wall=15, wall=126
2026-01-24 13:17:38 | INFO | train_inner | epoch 001:    900 / 4597 loss=0.958, accuracy=58.5, wps=836893, ups=6.54, wpb=128032, bsz=32, num_updates=900, lr=0.000866, gnorm=0.657, clip=10, train_wall=15, wall=141
2026-01-24 13:17:53 | INFO | train_inner | epoch 001:   1000 / 4597 loss=0.958, accuracy=59.531, wps=829403, ups=6.48, wpb=128032, bsz=32, num_updates=1000, lr=0.000866, gnorm=0.704, clip=15, train_wall=15, wall=157
2026-01-24 13:18:08 | INFO | train_inner | epoch 001:   1100 / 4597 loss=0.95, accuracy=59.156, wps=830801, ups=6.49, wpb=128032, bsz=32, num_updates=1100, lr=0.000866, gnorm=0.843, clip=19, train_wall=15, wall=172
2026-01-24 13:18:24 | INFO | train_inner | epoch 001:   1200 / 4597 loss=0.924, accuracy=60.938, wps=829694, ups=6.48, wpb=128032, bsz=32, num_updates=1200, lr=0.000866, gnorm=0.937, clip=34, train_wall=15, wall=187
2026-01-24 13:18:39 | INFO | train_inner | epoch 001:   1300 / 4597 loss=0.923, accuracy=62.219, wps=830692, ups=6.49, wpb=128032, bsz=32, num_updates=1300, lr=0.000866, gnorm=0.88, clip=31, train_wall=15, wall=203
2026-01-24 13:18:55 | INFO | train_inner | epoch 001:   1400 / 4597 loss=0.911, accuracy=62.812, wps=835172, ups=6.52, wpb=128032, bsz=32, num_updates=1400, lr=0.000866, gnorm=1.215, clip=49, train_wall=15, wall=218
2026-01-24 13:19:10 | INFO | train_inner | epoch 001:   1500 / 4597 loss=0.888, accuracy=64.094, wps=831832, ups=6.5, wpb=128032, bsz=32, num_updates=1500, lr=0.000866, gnorm=1.786, clip=51, train_wall=15, wall=234
2026-01-24 13:19:25 | INFO | train_inner | epoch 001:   1600 / 4597 loss=0.878, accuracy=65, wps=829826, ups=6.48, wpb=128032, bsz=32, num_updates=1600, lr=0.000866, gnorm=1.194, clip=49, train_wall=15, wall=249
2026-01-24 13:19:41 | INFO | train_inner | epoch 001:   1700 / 4597 loss=0.879, accuracy=65.469, wps=827162, ups=6.46, wpb=128032, bsz=32, num_updates=1700, lr=0.000866, gnorm=1.127, clip=46, train_wall=15, wall=265
2026-01-24 13:19:56 | INFO | train_inner | epoch 001:   1800 / 4597 loss=0.87, accuracy=66.625, wps=830402, ups=6.52, wpb=127312, bsz=31.8, num_updates=1800, lr=0.000866, gnorm=1.083, clip=49, train_wall=15, wall=280
2026-01-24 13:20:12 | INFO | train_inner | epoch 001:   1900 / 4597 loss=0.877, accuracy=66.125, wps=829224, ups=6.48, wpb=128032, bsz=32, num_updates=1900, lr=0.000866, gnorm=1.018, clip=43, train_wall=15, wall=295
2026-01-24 13:20:27 | INFO | train_inner | epoch 001:   2000 / 4597 loss=0.856, accuracy=66.375, wps=828013, ups=6.47, wpb=128032, bsz=32, num_updates=2000, lr=0.000866, gnorm=1.148, clip=50, train_wall=15, wall=311
2026-01-24 13:20:43 | INFO | train_inner | epoch 001:   2100 / 4597 loss=0.854, accuracy=67.25, wps=827353, ups=6.46, wpb=128032, bsz=32, num_updates=2100, lr=0.000866, gnorm=1.278, clip=54, train_wall=15, wall=326
2026-01-24 13:20:58 | INFO | train_inner | epoch 001:   2200 / 4597 loss=0.859, accuracy=66.312, wps=829644, ups=6.48, wpb=128032, bsz=32, num_updates=2200, lr=0.000866, gnorm=1.125, clip=52, train_wall=15, wall=342
2026-01-24 13:21:14 | INFO | train_inner | epoch 001:   2300 / 4597 loss=0.86, accuracy=66.125, wps=829462, ups=6.48, wpb=128032, bsz=32, num_updates=2300, lr=0.000866, gnorm=1.132, clip=48, train_wall=15, wall=357
2026-01-24 13:21:29 | INFO | train_inner | epoch 001:   2400 / 4597 loss=0.848, accuracy=67.438, wps=829359, ups=6.48, wpb=128032, bsz=32, num_updates=2400, lr=0.000866, gnorm=1.06, clip=35, train_wall=15, wall=373
2026-01-24 13:21:44 | INFO | train_inner | epoch 001:   2500 / 4597 loss=0.85, accuracy=67.219, wps=827874, ups=6.47, wpb=128032, bsz=32, num_updates=2500, lr=0.000866, gnorm=1.103, clip=43, train_wall=15, wall=388
2026-01-24 13:22:00 | INFO | train_inner | epoch 001:   2600 / 4597 loss=0.843, accuracy=66.781, wps=828605, ups=6.47, wpb=128032, bsz=32, num_updates=2600, lr=0.000866, gnorm=1.214, clip=61, train_wall=15, wall=403
2026-01-24 13:22:15 | INFO | train_inner | epoch 001:   2700 / 4597 loss=0.829, accuracy=69.031, wps=831751, ups=6.5, wpb=128032, bsz=32, num_updates=2700, lr=0.000866, gnorm=1.215, clip=55, train_wall=15, wall=419
2026-01-24 13:22:31 | INFO | train_inner | epoch 001:   2800 / 4597 loss=0.848, accuracy=68.125, wps=830708, ups=6.49, wpb=128032, bsz=32, num_updates=2800, lr=0.000866, gnorm=1.181, clip=49, train_wall=15, wall=434
2026-01-24 13:22:46 | INFO | train_inner | epoch 001:   2900 / 4597 loss=0.823, accuracy=69, wps=831318, ups=6.49, wpb=128032, bsz=32, num_updates=2900, lr=0.000866, gnorm=1.059, clip=50, train_wall=15, wall=450
2026-01-24 13:23:02 | INFO | train_inner | epoch 001:   3000 / 4597 loss=0.835, accuracy=67.938, wps=831628, ups=6.5, wpb=128032, bsz=32, num_updates=3000, lr=0.000866, gnorm=1.099, clip=52, train_wall=15, wall=465
2026-01-24 13:23:17 | INFO | train_inner | epoch 001:   3100 / 4597 loss=0.819, accuracy=68.656, wps=829704, ups=6.48, wpb=128032, bsz=32, num_updates=3100, lr=0.000866, gnorm=1.14, clip=51, train_wall=15, wall=481
2026-01-24 13:23:32 | INFO | train_inner | epoch 001:   3200 / 4597 loss=0.833, accuracy=69.156, wps=830907, ups=6.49, wpb=128032, bsz=32, num_updates=3200, lr=0.000866, gnorm=1.395, clip=64, train_wall=15, wall=496
